symbol,entry_time,exit_time,entry_price,exit_price,direction,quantity,entry_prob,expected_mfe_atr,expected_mae_atr,risk_multiplier,directional_bias,session_quality,volatility_regime,trend_regime,market_state,pnl,pnl_atr,actual_mfe,actual_mae,actual_mfe_atr,actual_mae_atr,holding_minutes,exit_reason
LT,2025-11-04 09:15:00+05:30,2025-11-04 10:00:00+05:30,3982.9,3957.9,-1,1,0.9242351067005634,3.2652510822413494,0.5388982399968271,0.7228141841736051,-1,0.4,2,1,2,25.0,3.457712258407474,28.800000000000182,0.0,3.983284521685435,0.0,45,Time exit
TITAN,2025-11-04 10:00:00+05:30,2025-11-04 10:11:00+05:30,3777.9,3806.0,-1,1,0.6704839979675269,1.5414639397865648,0.4629151826876265,0.7070121366890626,-1,0.7,2,1,1,-28.09999999999991,-1.5305101065620819,2.0,-28.09999999999991,0.10893310366989942,-1.5305101065620819,11,Max loss hit
TATAELXSI,2025-11-04 10:05:00+05:30,2025-11-04 10:12:00+05:30,5417.0,5414.0,-1,1,0.7480845685836786,1.760453247348481,0.4064824207680371,0.6110009831335571,-1,0.7,2,1,1,3.0,0.266810888909279,3.0,-0.5,0.266810888909279,-0.04446848148487984,7,Absorption failure (stalled)
TATAELXSI,2025-11-04 10:16:00+05:30,2025-11-04 10:22:00+05:30,5403.5,5412.0,-1,1,0.6927384736517056,1.8808523511467377,0.47609635603644834,0.7166556139933596,-1,0.7,2,1,1,-8.5,-0.7976645804256373,0.0,-8.5,0.0,-0.7976645804256373,6,Absorption failure (stalled)
LT,2025-11-04 10:01:00+05:30,2025-11-04 10:23:00+05:30,3958.6,3955.5,-1,1,0.6364710287135973,1.9629339404206818,0.5124960011028769,0.7108050065702551,-1,0.7,2,2,1,3.099999999999909,0.46025962161505213,9.599999999999909,-8.099999999999909,1.4253201185498672,-1.2026138500264483,22,Profit floor hit
TITAN,2025-11-04 10:12:00+05:30,2025-11-04 10:27:00+05:30,3808.4,3804.0,-1,1,0.6926908911647638,2.0017655535597147,0.4803238737095309,0.7784663882738438,-1,0.7,2,1,1,4.400000000000091,0.2336655714432307,19.90000000000009,0.0,1.0568056526636853,0.0,15,Profit floor hit
SIEMENS,2025-11-04 10:16:00+05:30,2025-11-04 10:27:00+05:30,3115.0,3121.2,1,1,0.698391904657469,2.9027156818319564,0.4871852798290519,0.791353828342925,1,0.7,2,0,1,6.199999999999818,1.0920924446892373,5.0,0.0,0.8807197134590882,0.0,10,Session stopped (bad day)
TATAELXSI,2025-11-04 10:25:00+05:30,2025-11-04 10:27:00+05:30,5415.0,5414.5,-1,1,0.726593129885555,1.8006966106215783,0.320685404495005,0.752914895274215,-1,0.7,1,1,0,0.5,0.05307906797048794,0.0,0.0,0.0,0.0,1,Session stopped (bad day)
TVSMOTOR,2025-11-04 10:27:00+05:30,2025-11-04 10:28:00+05:30,3510.5,3514.3,-1,1,0.6876255029498294,1.6723899975299767,0.35437589617550913,0.6363542677637303,-1,0.7,1,1,1,-3.800000000000182,-0.39735526932516374,0.0,0.0,0.0,0.0,0,Session stopped (bad day)
RELIANCE,2025-11-04 10:10:00+05:30,2025-11-04 10:28:00+05:30,1487.9,1488.4,-1,1,0.7224971365189115,1.7848482503174126,0.4560230293913147,0.7114237020468119,-1,0.7,1,0,1,-0.5,-0.2150298292337795,0.900000000000091,-1.3999999999998636,0.3870536926208422,-0.602083521854524,17,Session stopped (bad day)
SIEMENS,2025-11-06 09:15:00+05:30,2025-11-06 09:27:00+05:30,3108.7,3105.4,-1,1,0.7867031604857122,1.925004790068183,0.5011628748970022,0.7474177412530723,-1,0.4,2,1,2,3.299999999999727,0.34703037583125174,7.599999999999909,-6.900000000000091,0.7992214716114242,-0.7256089676472323,12,Absorption failure (stalled)
LT,2025-11-06 09:15:00+05:30,2025-11-06 09:35:00+05:30,3954.4,3953.9,-1,1,0.873402634447162,2.155830592346947,0.48405953268577756,0.7343372100148086,-1,0.4,2,1,2,0.5,0.03476069865583378,3.300000000000182,-15.900000000000091,0.2294206111285156,-1.1053902172555206,20,Absorption failure (stalled)
SIEMENS,2025-11-06 09:31:00+05:30,2025-11-06 09:43:00+05:30,3108.0,3126.9,-1,1,0.6953516744261988,1.6796704668552613,0.5610138306138196,0.7139221971010712,-1,0.4,2,0,2,-18.90000000000009,-1.818437560389132,0.0,-18.90000000000009,0.0,-1.818437560389132,12,Max loss hit
TATAELXSI,2025-11-06 09:41:00+05:30,2025-11-06 09:43:00+05:30,5290.0,5290.0,-1,1,0.732535369567977,2.4557317480674707,0.4218442882426775,0.6871761243177515,-1,0.7,2,2,2,-0.0,-0.0,0.0,-1.0,0.0,-0.04045478423125281,1,Session stopped (bad day)
LT,2025-11-06 09:38:00+05:30,2025-11-06 09:44:00+05:30,3948.8,3945.0,1,1,0.6429952292833669,1.2151181560006352,0.38406136991244194,0.6181588733843347,1,0.7,2,1,1,-3.800000000000182,-0.29596418710912603,0.0,-5.5,0.0,-0.42836921818424084,5,Session stopped (bad day)
TITAN,2025-11-07 09:16:00+05:30,2025-11-07 09:18:00+05:30,3749.7,3746.4,-1,1,0.7618879427124767,1.7717574512076641,0.5736705976854625,0.7082508827642563,-1,0.4,2,1,2,3.299999999999727,0.30310665779722856,11.099999999999909,0.0,1.0195405762271175,0.0,2,Profit floor hit
SIEMENS,2025-11-07 09:15:00+05:30,2025-11-07 09:21:00+05:30,3061.4,3038.3,1,1,0.7891861235225863,3.209945744111673,0.4523754618836138,0.7401581642205082,1,0.4,2,1,2,-23.09999999999991,-1.8292809281747073,0.0,-23.09999999999991,0.0,-1.8292809281747073,6,Max loss hit
SIEMENS,2025-11-07 09:22:00+05:30,2025-11-07 09:37:00+05:30,3035.5,3011.4,1,1,0.7927242130720802,2.1285347795962393,0.537081282238962,0.859249666613856,1,0.4,2,1,2,-24.09999999999991,-1.7285489312906717,4.5,-24.09999999999991,0.3227580992036536,-1.7285489312906717,15,Max loss hit
TATAELXSI,2025-11-07 09:33:00+05:30,2025-11-07 09:37:00+05:30,5150.0,5146.5,-1,1,0.7308291162247004,2.102720835102939,0.48846038204759895,0.652695247899654,-1,0.4,2,1,2,3.5,0.13864328325096953,11.5,0.0,0.45554221639604275,0.0,3,Session stopped (bad day)
RELIANCE,2025-11-07 09:15:00+05:30,2025-11-07 09:38:00+05:30,1489.0,1493.1,-1,1,0.6531706675825955,2.217200598104213,0.5734239090710112,0.6773407238880771,-1,0.7,2,0,1,-4.099999999999909,-1.2566191083006746,1.7999999999999545,-3.2000000000000455,0.5516864377905384,-0.9807758894054404,22,Session stopped (bad day)
LT,2025-11-07 09:15:00+05:30,2025-11-07 09:38:00+05:30,3867.5,3858.3,-1,1,0.7871325480779193,2.0671662413633967,0.48416546181628056,0.7540329869737942,-1,0.4,2,1,2,9.199999999999818,0.6043295912962712,16.300000000000182,-8.599999999999909,1.0707143845792961,-0.5649167918639109,22,Session stopped (bad day)
TITAN,2025-11-07 09:33:00+05:30,2025-11-07 09:38:00+05:30,3746.7,3750.1,-1,1,0.751355277310948,1.6339558756169386,0.4218009433577298,0.6542592301431677,-1,0.4,2,1,2,-3.400000000000091,-0.2567224385286224,3.699999999999818,-3.700000000000273,0.27937441839877375,-0.2793744183988081,4,Session stopped (bad day)
SIEMENS,2025-11-10 09:15:00+05:30,2025-11-10 09:17:00+05:30,3019.6,3025.0,1,1,0.7416588507089693,2.689441054027192,0.4588419996188705,0.7538225932867462,1,0.4,2,1,2,5.400000000000091,0.5867910302533331,12.099999999999909,0.0,1.314846567789844,0.0,2,Profit floor hit
TATAELXSI,2025-11-10 09:15:00+05:30,2025-11-10 09:18:00+05:30,5180.0,5174.5,-1,1,0.7342735318595189,1.790337752647198,0.46491743641966166,0.6622294156304189,-1,0.4,2,0,1,5.5,0.5599472038969119,15.5,0.0,1.5780330291640243,0.0,3,Profit floor hit
TVSMOTOR,2025-11-10 09:19:00+05:30,2025-11-10 09:22:00+05:30,3495.4,3489.1,-1,1,0.7568533266718477,2.456214460847975,0.3790999491310442,0.6423030566265331,-1,0.4,2,1,2,6.300000000000182,0.43536687709527255,15.400000000000091,0.0,1.0642301440106419,0.0,3,Profit floor hit
SIEMENS,2025-11-10 09:18:00+05:30,2025-11-10 09:27:00+05:30,3023.3,3014.9,-1,1,0.7838825695756483,1.8563040082435076,0.5685869411195621,0.7680991199854359,-1,0.4,2,1,2,8.400000000000091,0.9127860470607349,19.300000000000182,-2.399999999999636,2.097234608127638,-0.2607960134458819,9,Profit floor hit
LT,2025-11-10 09:15:00+05:30,2025-11-10 09:30:00+05:30,3918.0,3912.0,-1,1,0.7956135906555736,2.199398149223692,0.4956984965884694,0.7492481402896498,-1,0.4,2,1,2,6.0,0.47637866388038835,15.400000000000091,-0.599999999999909,1.222705237293004,-0.047637866388031615,15,Profit floor hit
TITAN,2025-11-10 09:23:00+05:30,2025-11-10 09:44:00+05:30,3800.0,3800.0,-1,1,0.783236206320852,1.694252410761122,0.4225143516234335,0.7089961666586595,-1,0.4,2,0,2,-0.0,-0.0,0.0,-12.0,0.0,-1.0157388670548801,21,Absorption failure (stalled)
RELIANCE,2025-11-10 09:36:00+05:30,2025-11-10 09:46:00+05:30,1493.3,1493.1,-1,1,0.7177264011936566,1.3712557046716087,0.3512804456179328,0.6466426646933162,-1,0.7,2,2,2,0.20000000000004547,0.04410414706631902,0.599999999999909,-1.2999999999999545,0.13231244119890695,-0.28667695593099846,10,Absorption failure (stalled)
TATAELXSI,2025-11-10 09:37:00+05:30,2025-11-10 09:47:00+05:30,5172.0,5173.5,-1,1,0.8011935302281051,1.8931751346949837,0.31898871613322416,0.6352077976056472,-1,0.4,2,0,2,-1.5,-0.08105638539737359,1.0,-8.0,0.054037590264915725,-0.4323007221193258,10,Absorption failure (stalled)
LT,2025-11-10 09:31:00+05:30,2025-11-10 09:52:00+05:30,3913.4,3915.9,-1,1,0.7053427530135586,1.3074430804326367,0.4629157266023631,0.652521078191533,-1,0.4,2,2,2,-2.5,-0.2013295557328948,3.200000000000273,-14.299999999999727,0.2577018313381273,-1.1516050587921363,21,Absorption failure (stalled)
TVSMOTOR,2025-11-10 09:23:00+05:30,2025-11-10 09:54:00+05:30,3492.5,3499.5,-1,1,0.6943181172269217,2.3905864868051974,0.385369821001568,0.5879180103779476,-1,0.4,2,1,2,-7.0,-0.43326367304794766,6.800000000000182,-7.5,0.4208847109608747,-0.4642110782656582,31,Time failure (hypothesis expired)
RELIANCE,2025-11-10 09:50:00+05:30,2025-11-10 09:54:00+05:30,1493.0,1494.2,-1,1,0.6872793094054562,1.5874357178151304,0.39706073228551864,0.7355391596869483,-1,0.7,2,2,1,-1.2000000000000455,-0.3660124353922924,0.0,-1.5,0.0,-0.4575155442403481,3,Session stopped (bad day)
SIEMENS,2025-11-11 09:15:00+05:30,2025-11-11 09:19:00+05:30,3062.7,3051.2,1,1,0.7175375765525619,1.6959320000158882,0.5236327755870515,0.6827654132202735,1,0.7,1,1,1,-11.5,-1.5423946845040764,4.200000000000273,-11.5,0.563309363036308,-1.5423946845040764,4,Max loss hit
TVSMOTOR,2025-11-11 09:17:00+05:30,2025-11-11 09:24:00+05:30,3493.8,3483.4,-1,1,0.8127158107500462,2.649356369246683,0.4363223492004006,0.6215281447230123,-1,0.4,2,0,2,10.400000000000091,1.475903326800865,21.300000000000182,0.0,3.0227635443133094,0.0,7,Profit floor hit
LT,2025-11-11 09:15:00+05:30,2025-11-11 09:24:00+05:30,3927.8,3922.1,-1,1,0.7761297066024225,2.059985052355693,0.4897603432782362,0.750127532827458,-1,0.4,2,1,2,5.700000000000273,0.7577985874402491,14.5,-5.099999999999909,1.9277332487514185,-0.678030315078073,9,Profit floor hit
RELIANCE,2025-11-11 09:27:00+05:30,2025-11-11 09:43:00+05:30,1488.8,1489.1,1,1,0.7123802276481732,1.2164794285626048,0.37072906940735223,0.6563731707645059,1,0.4,2,1,2,0.2999999999999545,0.07610147521724576,1.2000000000000455,-1.7000000000000455,0.30440590086904074,-0.43124169289780284,16,Absorption failure (stalled)
TVSMOTOR,2025-11-11 09:38:00+05:30,2025-11-11 09:45:00+05:30,3489.4,3488.9,-1,1,0.684518013188615,1.8662673467087698,0.33969999654640426,0.5872513975905684,-1,0.4,2,1,2,0.5,0.050535169970101025,1.599999999999909,-4.799999999999727,0.16171254390431408,-0.4851376317129422,7,Absorption failure (stalled)
SIEMENS,2025-11-11 09:20:00+05:30,2025-11-11 09:45:00+05:30,3034.5,3038.3,1,1,0.7981695096727951,2.829574414214453,0.5242753066294066,0.7521949422661555,1,0.4,2,1,2,3.800000000000182,0.2913049121996789,6.5,-14.800000000000182,0.49828471823626896,-1.134555973830288,25,Absorption failure (stalled)
RELIANCE,2025-11-11 09:45:00+05:30,2025-11-11 09:52:00+05:30,1489.1,1488.5,-1,1,0.6834306594350462,1.612430772376659,0.37381214623250963,0.7346946933142638,-1,0.7,2,0,1,0.599999999999909,0.20151768504195747,0.599999999999909,-0.8000000000001819,0.20151768504195747,-0.26869024672271175,7,Absorption failure (stalled)
LT,2025-11-11 09:25:00+05:30,2025-11-11 09:56:00+05:30,3919.5,3917.7,-1,1,0.7162200727739667,1.7051580836444782,0.38245639490942657,0.6638574375635229,-1,0.4,2,1,2,1.800000000000182,0.17616068276057364,1.800000000000182,-14.699999999999818,0.17616068276057364,-1.4386455758778551,31,Time failure (hypothesis expired)
TITAN,2025-11-11 09:15:00+05:30,2025-11-11 10:00:00+05:30,3812.4,3785.0,-1,1,0.7662721352567315,2.0689466005901407,0.6430407326413409,0.7390726266350837,-1,0.4,2,1,2,27.40000000000009,3.32598573627017,27.40000000000009,0.0,3.32598573627017,0.0,45,Time exit
LT,2025-11-11 09:58:00+05:30,2025-11-11 10:03:00+05:30,3920.1,3921.8,1,1,0.6342531683553185,1.675764901350283,0.443806542891006,0.6431775717876448,1,0.7,2,1,1,1.7000000000002728,0.20232438044505893,2.099999999999909,0.0,0.24993011702031598,0.0,5,Absorption failure (stalled)
SIEMENS,2025-11-11 09:56:00+05:30,2025-11-11 10:15:00+05:30,3039.0,3030.7,1,1,0.6898648934487107,1.60898790954843,0.390277054348366,0.6696272532585663,1,0.7,2,1,1,-8.300000000000182,-0.7696644196555406,1.900000000000091,-8.300000000000182,0.17618824064404398,-0.7696644196555406,19,Volatility failure (environment changed)
RELIANCE,2025-11-11 09:56:00+05:30,2025-11-11 10:21:00+05:30,1487.0,1484.5,1,1,0.7085233944242019,1.7988225539046752,0.4407354317124097,0.7488562723965541,1,0.7,2,0,1,-2.5,-0.855713096713851,1.7999999999999545,-3.400000000000091,0.6161134296339572,-1.1637698115308686,25,Absorption failure (stalled)
RELIANCE,2025-11-11 10:22:00+05:30,2025-11-11 10:30:00+05:30,1484.1,1485.2,-1,1,0.6635021973844522,1.8269086621470854,0.4135129956422752,0.7503077302664488,-1,0.7,2,1,1,-1.1000000000001364,-0.395103275108756,0.0,-1.2000000000000455,0.0,-0.4310217546640603,8,Absorption failure (stalled)
RELIANCE,2025-11-11 10:32:00+05:30,2025-11-11 10:38:00+05:30,1484.9,1484.0,1,1,0.6542174410483181,1.8757809950209894,0.42659707764565463,0.7546034323097616,1,0.7,1,1,1,-0.900000000000091,-0.3691834205348209,0.0,-0.900000000000091,0.0,-0.3691834205348209,6,Absorption failure (stalled)
LT,2025-11-11 10:05:00+05:30,2025-11-11 10:38:00+05:30,3923.6,3907.0,-1,1,0.6390022844929719,1.5633075186919496,0.42645980351708607,0.6513004806055231,-1,0.7,2,0,1,16.59999999999991,2.30635535353463,16.09999999999991,-2.800000000000182,2.2368868187896105,-0.38902379457213365,32,Session stopped (bad day)
TITAN,2025-11-11 10:10:00+05:30,2025-11-11 10:38:00+05:30,3792.6,3763.5,-1,1,0.68087143384104,1.3587397044216796,0.3491457127709673,0.6314028400201857,-1,0.7,2,0,1,29.09999999999991,3.790828920185343,31.09999999999991,0.0,4.051366990301175,0.0,27,Session stopped (bad day)
TATAELXSI,2025-11-11 10:31:00+05:30,2025-11-11 10:38:00+05:30,5214.5,5203.5,-1,1,0.6885396811335981,1.9377522311804483,0.3842703386833213,0.6637175194799446,-1,0.7,1,1,1,11.0,1.0439149222110289,7.5,0.0,0.7117601742347924,0.0,6,Session stopped (bad day)
TITAN,2025-11-12 09:16:00+05:30,2025-11-12 09:20:00+05:30,3819.0,3818.4,-1,1,0.7311042021314141,1.638379596346547,0.4843657968571424,0.650521368917602,-1,0.4,2,1,2,0.599999999999909,0.05253672150021313,12.699999999999818,0.0,1.1120272717546638,0.0,4,Profit floor hit
LT,2025-11-12 09:15:00+05:30,2025-11-12 09:24:00+05:30,3971.9,3967.0,-1,1,0.7476384393871233,1.6359765274222244,0.5108528792102166,0.6940210478639485,-1,0.4,2,1,2,4.900000000000091,0.4876708857089515,8.400000000000091,0.0,0.8360072326439104,0.0,9,Absorption failure (stalled)
TATAELXSI,2025-11-12 09:17:00+05:30,2025-11-12 09:25:00+05:30,5315.0,5324.0,-1,1,0.7418173473511147,1.6627402392100457,0.4382956711022952,0.6716152641022248,-1,0.4,2,2,2,-9.0,-0.48665556682864286,2.5,-10.0,0.13518210189684524,-0.5407284075873809,8,Absorption failure (stalled)
TATAELXSI,2025-11-12 09:27:00+05:30,2025-11-12 09:32:00+05:30,5334.0,5333.0,-1,1,0.7218263939799747,1.8290170808321673,0.4375347269812214,0.6484601828873686,-1,0.4,2,2,2,1.0,0.05925614672293744,4.0,0.0,0.23702458689174977,0.0,5,Absorption failure (stalled)
TITAN,2025-11-12 09:22:00+05:30,2025-11-12 09:36:00+05:30,3822.0,3816.3,-1,1,0.7158824089860157,1.5853463986995007,0.5000396624675381,0.638323136649963,-1,0.4,2,1,2,5.699999999999818,0.4412971586661187,6.5,-4.199999999999818,0.5032336019876953,-0.325166327438189,14,Absorption failure (stalled)
TVSMOTOR,2025-11-12 09:20:00+05:30,2025-11-12 09:38:00+05:30,3486.0,3474.7,-1,1,0.7213278717883476,2.581226656351168,0.39957552681574027,0.6538367346544038,-1,0.4,2,0,2,11.300000000000182,1.4596853628228108,28.800000000000182,-0.5,3.720260039760756,-0.06458784791251272,18,Profit floor hit
SIEMENS,2025-11-12 09:22:00+05:30,2025-11-12 09:42:00+05:30,3041.3,3034.8,-1,1,0.79923768204969,1.769889381105462,0.49613159734610257,0.7420302778200086,-1,0.4,2,1,2,6.5,0.6188626824835936,14.800000000000182,-1.3999999999996362,1.4091027231934303,-0.1332935008425855,20,Profit floor hit
TATAELXSI,2025-11-12 09:34:00+05:30,2025-11-12 09:46:00+05:30,5327.0,5354.0,-1,1,0.7746009113888279,1.4892544466364708,0.3617444934158331,0.5790898991435565,-1,0.4,2,2,2,-27.0,-1.666593715958013,4.0,-27.0,0.24690277273452044,-1.666593715958013,12,Max loss hit
TVSMOTOR,2025-11-12 09:43:00+05:30,2025-11-12 09:48:00+05:30,3476.4,3477.5,-1,1,0.6847481213632907,1.760341924723581,0.2843276097698097,0.5587026785061285,-1,0.4,2,0,2,-1.099999999999909,-0.10783473122045506,0.0,-2.900000000000091,0.0,-0.28429156412668666,5,Absorption failure (stalled)
RELIANCE,2025-11-12 09:56:00+05:30,2025-11-12 10:01:00+05:30,1504.6,1504.7,-1,1,0.6501212401372105,1.3222756394672148,0.37030268745234995,0.7097025225612082,-1,0.7,2,2,1,-0.10000000000013642,-0.03137349003903122,0.0,-0.40000000000009095,0.0,-0.1254939601559822,5,Absorption failure (stalled)
TITAN,2025-11-12 09:52:00+05:30,2025-11-12 10:05:00+05:30,3830.2,3833.7,-1,1,0.7013074818964259,1.5758328451017143,0.43865320915569195,0.7453110708362541,-1,0.7,2,1,1,-3.5,-0.4068830374090973,2.099999999999909,-8.700000000000273,0.2441298224454478,-1.011394978702645,13,Absorption failure (stalled)
RELIANCE,2025-11-12 10:05:00+05:30,2025-11-12 10:06:00+05:30,1505.0,1504.4,1,1,0.7556794598488423,1.6391067597561646,0.4353464576596882,0.7611842597168778,1,0.7,2,2,0,-0.599999999999909,-0.22556909853782062,0.0,0.0,0.0,0.0,0,Session stopped (bad day)
LT,2025-11-12 09:50:00+05:30,2025-11-12 10:06:00+05:30,3951.4,3949.3,1,1,0.6763617325050354,1.530494178036842,0.4955086026531144,0.6876370244920464,1,0.7,1,1,1,-2.099999999999909,-0.28375958637841,2.900000000000091,-7.800000000000182,0.3918584764273573,-1.0539641779770217,15,Session stopped (bad day)
SIEMENS,2025-11-13 09:15:00+05:30,2025-11-13 09:17:00+05:30,3068.4,3086.0,-1,1,0.8169256465034694,1.8294407862507518,0.5642200139885215,0.7908883285296014,-1,0.4,2,2,1,-17.59999999999991,-1.6433230029621118,0.0,-17.59999999999991,0.0,-1.6433230029621118,2,Max loss hit
TITAN,2025-11-13 09:18:00+05:30,2025-11-13 09:24:00+05:30,3838.8,3837.2,-1,1,0.7157932525698646,2.0734717173608503,0.4991141168135418,0.6886981726131537,-1,0.4,2,0,2,1.6000000000003638,0.11752941643135252,13.700000000000273,-2.799999999999727,1.0063456281932472,-0.2056764787548001,6,Profit floor hit
LT,2025-11-13 09:15:00+05:30,2025-11-13 09:25:00+05:30,3937.0,3949.1,-1,1,0.7208934042844866,2.49827201026147,0.5581653257495724,0.7633680649708527,-1,0.4,2,0,2,-12.099999999999909,-1.8408624984979098,5.099999999999909,-12.099999999999909,0.7759007225073755,-1.8408624984979098,10,Max loss hit
SIEMENS,2025-11-13 09:18:00+05:30,2025-11-13 09:25:00+05:30,3090.0,3106.2,-1,1,0.7351640718332445,1.7525772722789899,0.7021422597435689,0.8193804698929045,-1,0.4,2,2,1,-16.199999999999818,-1.5126041277264801,0.0,-12.099999999999909,0.0,-1.1297845645364493,6,Session stopped (bad day)
TVSMOTOR,2025-11-13 09:24:00+05:30,2025-11-13 09:26:00+05:30,3462.9,3467.8,-1,1,0.7555787736173166,2.951715367745823,0.4391142457744874,0.6665158550598869,-1,0.4,2,1,2,-4.900000000000091,-0.59585484198507,0.0,-2.599999999999909,0.0,-0.3161678753389998,1,Session stopped (bad day)
RELIANCE,2025-11-13 09:20:00+05:30,2025-11-13 09:26:00+05:30,1508.6,1511.0,1,1,0.696126660949138,1.3488514266049911,0.38722807349080296,0.581964663599113,1,0.4,2,2,2,2.400000000000091,0.7284903745278059,2.1000000000001364,-0.7999999999999545,0.6374290777118473,-0.24283012484257893,5,Session stopped (bad day)
TATAELXSI,2025-11-14 09:16:00+05:30,2025-11-14 09:20:00+05:30,5265.0,5241.0,1,1,0.7062454640196113,3.5308457683362104,0.8081139471766121,0.7270680076621715,1,0.4,2,2,2,-24.0,-1.839834200207188,0.0,-24.0,0.0,-1.839834200207188,4,Max loss hit
LT,2025-11-14 09:15:00+05:30,2025-11-14 09:40:00+05:30,3987.7,3991.4,-1,1,0.6243441259434129,2.239474138293314,0.5703326150171395,0.7214769570686943,-1,0.4,2,1,2,-3.700000000000273,-0.3657070539356552,7.699999999999818,-7.400000000000091,0.7610660311633165,-0.7314141078712655,25,Absorption failure (stalled)
RELIANCE,2025-11-14 09:31:00+05:30,2025-11-14 09:46:00+05:30,1512.0,1515.7,-1,1,0.6740510852519377,1.6561323817568752,0.44403549510662793,0.6665724359394447,-1,0.7,2,1,1,-3.7000000000000455,-1.3157325843780612,0.0,-3.7000000000000455,0.0,-1.3157325843780612,15,Absorption failure (stalled)
TITAN,2025-11-14 09:29:00+05:30,2025-11-14 09:46:00+05:30,3837.3,3849.4,-1,1,0.7124883634462809,1.6856170786903621,0.38594971280390794,0.6009234795126233,-1,0.4,2,1,2,-12.099999999999909,-1.0772002574905424,0.0,-15.899999999999636,0.0,-1.415494553231352,16,Session stopped (bad day)
SIEMENS,2025-11-14 09:19:00+05:30,2025-11-14 09:46:00+05:30,3050.0,3082.9,1,1,0.784410605462939,1.9144321353441691,0.5301606728078041,0.7649165663216182,1,0.4,2,1,2,32.90000000000009,3.0078821585447617,33.09999999999991,0.0,3.0261671564690293,0.0,26,Session stopped (bad day)
TATAELXSI,2025-11-14 09:21:00+05:30,2025-11-14 09:46:00+05:30,5242.0,5263.5,1,1,0.6820407301187766,3.119294181456353,0.693241713793544,0.6783156914626849,1,0.4,2,2,2,21.5,1.1662140969604877,21.5,-4.5,1.1662140969604877,-0.24409132261963695,24,Session stopped (bad day)
LT,2025-11-17 09:15:00+05:30,2025-11-17 09:18:00+05:30,4005.0,4019.5,-1,1,0.7707501372133655,1.6157800360835006,0.467227155853616,0.7030896897638937,-1,0.7,2,0,1,-14.5,-1.5689002317971028,0.0,-14.5,0.0,-1.5689002317971028,3,Max loss hit
TATAELXSI,2025-11-17 09:16:00+05:30,2025-11-17 09:20:00+05:30,5307.5,5296.5,-1,1,0.7152842076813408,1.6887918491983949,0.43502647459420657,0.6916648217056868,-1,0.4,2,1,2,11.0,0.5700637209959425,26.0,0.0,1.3474233405358642,0.0,4,Profit floor hit
SIEMENS,2025-11-17 09:16:00+05:30,2025-11-17 09:29:00+05:30,3177.9,3164.3,1,1,0.7446026959614435,2.4004753604877282,0.623961388036907,0.8373391476001134,1,0.4,2,1,2,-13.599999999999909,-0.5458281649671389,0.0,-23.09999999999991,0.0,-0.9271051919662459,13,Absorption failure (stalled)
LT,2025-11-17 09:19:00+05:30,2025-11-17 09:30:00+05:30,4025.0,4019.4,-1,1,0.686441793028509,2.1030013098382847,0.5835043911665218,0.7247734933300847,-1,0.7,2,0,1,5.599999999999909,0.6059200895216299,6.900000000000091,0.0,0.7465801103034588,0.0,10,Session stopped (bad day)
TITAN,2025-11-17 09:15:00+05:30,2025-11-17 09:30:00+05:30,3847.0,3836.1,-1,1,0.7609480662062027,1.9152935148321055,0.6345917633849586,0.7489219941995582,-1,0.4,2,1,2,10.900000000000091,0.8062941653951788,13.300000000000182,0.0,0.9838268256656821,0.0,14,Session stopped (bad day)
LT,2025-11-18 09:15:00+05:30,2025-11-18 09:24:00+05:30,4017.1,4010.0,-1,1,0.7294088540938855,2.355734863410075,0.5036253850428596,0.7482091778680084,-1,0.4,2,0,2,7.099999999999909,1.0199625590462944,16.40000000000009,0.0,2.355969854698526,0.0,9,Profit floor hit
TVSMOTOR,2025-11-18 09:17:00+05:30,2025-11-18 09:28:00+05:30,3487.5,3485.0,-1,1,0.8245419024383142,3.554557630129827,0.5764820468999862,0.7153342522572446,-1,0.4,2,2,2,2.5,0.387642022813012,8.400000000000091,-4.699999999999818,1.3024771966517343,-0.7287670028884343,11,Profit floor hit
RELIANCE,2025-11-18 09:24:00+05:30,2025-11-18 09:29:00+05:30,1516.8,1516.0,-1,1,0.6842614114353356,1.2269664186859544,0.33332026499450795,0.5971675143761291,-1,0.4,2,1,2,0.7999999999999545,0.22462535487487825,0.7999999999999545,0.0,0.22462535487487825,0.0,5,Absorption failure (stalled)
TITAN,2025-11-18 09:16:00+05:30,2025-11-18 09:37:00+05:30,3853.0,3849.2,-1,1,0.7096222671659086,2.1850799315039464,0.7341205726930577,0.7464118898553946,-1,0.4,2,1,2,3.800000000000182,0.44929310785722876,9.0,-3.699999999999818,1.0641152554512803,-0.43746960501883814,21,Profit floor hit
LT,2025-11-18 09:26:00+05:30,2025-11-18 09:43:00+05:30,4014.0,4009.3,-1,1,0.7199213938646718,1.7534109227358605,0.39776147595837913,0.7028443614016907,-1,0.4,2,1,2,4.699999999999818,0.49814174622903085,11.199999999999818,0.0,1.187061182503249,0.0,17,Profit floor hit
SIEMENS,2025-11-18 09:27:00+05:30,2025-11-18 09:51:00+05:30,3262.9,3236.5,1,1,0.7094823777567627,1.68643556868971,0.5074357810293243,0.744811797968189,1,0.4,2,2,2,-26.40000000000009,-1.9573792731988406,0.0,-26.40000000000009,0.0,-1.9573792731988406,24,Max loss hit
